ndoctors,nclinic_doctors,n_cdh_doctors,region,year,category
0,0,0,Хмельницька,2023,в т.ч. лаборанти-генетики
2,0,0,Черкаська,2023,в т.ч. лаборанти-генетики
2,2,0,Чернівецька,2023,в т.ч. лаборанти-генетики
0.75,0,0,Чернігівська,2023,в т.ч. лаборанти-генетики
7.5,0,0,м.Київ,2023,в т.ч. лаборанти-генетики
0,0,0,м.Севастополь,2023,в т.ч. лаборанти-генетики
0,0,0,Автономна pеспубліка Крим,2023,генетики
3,3,0,Вінницька,2023,генетики
1.5,1,0,Волинська,2023,генетики
5.5,4.75,0,Дніпропетровська,2023,генетики
2.25,1.25,0,Донецька,2023,генетики
3,3,0,Житомирська,2023,генетики
1,1,0,Закарпатська,2023,генетики
2,1.5,0,Запорізька,2023,генетики
2.5,2.5,0,Івано-Франківська,2023,генетики
3.75,3.25,0,Київська,2023,генетики
0.75,0.75,0,Кіровоградська,2023,генетики
0,0,0,Луганська,2023,генетики
1.75,0.25,0,Львівська,2023,генетики
0.75,0.75,0,Миколаївська,2023,генетики
2.75,2.75,0,Одеська,2023,генетики
4.75,4.75,0.75,Полтавська,2023,генетики
2.5,2.5,0,Рівненська,2023,генетики
2.75,2.75,1.25,Сумська,2023,генетики
1.5,1.5,0,Тернопільська,2023,генетики
7.5,6.5,0,Харківська,2023,генетики
3,3,0,Херсонська,2023,генетики
5,5,0,Хмельницька,2023,генетики
1.5,1.5,0,Черкаська,2023,генетики
0.5,0.25,0,Чернівецька,2023,генетики
2,1.75,0,Чернігівська,2023,генетики
17.25,1.75,0,м.Київ,2023,генетики
0,0,0,м.Севастополь,2023,генетики
0,0,0,Автономна pеспубліка Крим,2023,лікарі-імунологи
2.25,1.75,0,Вінницька,2023,лікарі-імунологи
1.75,0.75,0,Волинська,2023,лікарі-імунологи
3.25,3.25,0,Дніпропетровська,2023,лікарі-імунологи
1.25,1.25,0,Донецька,2023,лікарі-імунологи
2.25,1.75,0,Житомирська,2023,лікарі-імунологи
2.75,2.25,0,Закарпатська,2023,лікарі-імунологи
3.75,3,0,Запорізька,2023,лікарі-імунологи
5.75,2.25,0,Івано-Франківська,2023,лікарі-імунологи
1.25,0.5,0,Київська,2023,лікарі-імунологи
1,0.25,0,Кіровоградська,2023,лікарі-імунологи
0,0,0,Луганська,2023,лікарі-імунологи
5.75,4.75,0,Львівська,2023,лікарі-імунологи
1.5,1.5,0,Миколаївська,2023,лікарі-імунологи
2.75,2.25,0,Одеська,2023,лікарі-імунологи
2,2,0.5,Полтавська,2023,лікарі-імунологи
2.75,2.5,0,Рівненська,2023,лікарі-імунологи
3,2.75,0,Сумська,2023,лікарі-імунологи
3,2.5,0,Тернопільська,2023,лікарі-імунологи
7,4.5,0,Харківська,2023,лікарі-імунологи
1,0,0,Херсонська,2023,лікарі-імунологи
3.5,2.25,0,Хмельницька,2023,лікарі-імунологи
2.25,1.75,0,Черкаська,2023,лікарі-імунологи
2.75,2,0,Чернівецька,2023,лікарі-імунологи
0.75,0.75,0,Чернігівська,2023,лікарі-імунологи
10.5,6.75,0,м.Київ,2023,лікарі-імунологи
0,0,0,м.Севастополь,2023,лікарі-імунологи
0,0,0,Автономна pеспубліка Крим,2023,в т.ч. лікарі-імунологи дитячі
1.75,1.25,0,Вінницька,2023,в т.ч. лікарі-імунологи дитячі
1.25,0.25,0,Волинська,2023,в т.ч. лікарі-імунологи дитячі
2.25,2.25,0,Дніпропетровська,2023,в т.ч. лікарі-імунологи дитячі
1.25,1.25,0,Донецька,2023,в т.ч. лікарі-імунологи дитячі
1.25,1.25,0,Житомирська,2023,в т.ч. лікарі-імунологи дитячі
2.25,1.75,0,Закарпатська,2023,в т.ч. лікарі-імунологи дитячі
3,3,0,Запорізька,2023,в т.ч. лікарі-імунологи дитячі
1.75,0.5,0,Івано-Франківська,2023,в т.ч. лікарі-імунологи дитячі
0.75,0.5,0,Київська,2023,в т.ч. лікарі-імунологи дитячі
0.5,0.25,0,Кіровоградська,2023,в т.ч. лікарі-імунологи дитячі
0,0,0,Луганська,2023,в т.ч. лікарі-імунологи дитячі
3.25,2.5,0,Львівська,2023,в т.ч. лікарі-імунологи дитячі
1,1,0,Миколаївська,2023,в т.ч. лікарі-імунологи дитячі
1,1,0,Одеська,2023,в т.ч. лікарі-імунологи дитячі
1,1,0.5,Полтавська,2023,в т.ч. лікарі-імунологи дитячі
1.25,1,0,Рівненська,2023,в т.ч. лікарі-імунологи дитячі
0.5,0.25,0,Сумська,2023,в т.ч. лікарі-імунологи дитячі
2.5,2,0,Тернопільська,2023,в т.ч. лікарі-імунологи дитячі
5,2.75,0,Харківська,2023,в т.ч. лікарі-імунологи дитячі
1,0,0,Херсонська,2023,в т.ч. лікарі-імунологи дитячі
2,1.75,0,Хмельницька,2023,в т.ч. лікарі-імунологи дитячі
1.5,1,0,Черкаська,2023,в т.ч. лікарі-імунологи дитячі
1.75,1.5,0,Чернівецька,2023,в т.ч. лікарі-імунологи дитячі
0.5,0.5,0,Чернігівська,2023,в т.ч. лікарі-імунологи дитячі
6.5,5.25,0,м.Київ,2023,в т.ч. лікарі-імунологи дитячі
0,0,0,м.Севастополь,2023,в т.ч. лікарі-імунологи дитячі
0,0,0,Автономна pеспубліка Крим,2023,ультразвукової діагностики
105.75,38,9.75,Вінницька,2023,ультразвукової діагностики
76.95,34.7,10.75,Волинська,2023,ультразвукової діагностики
189.5,52.5,7.75,Дніпропетровська,2023,ультразвукової діагностики
59.5,29.25,13.5,Донецька,2023,ультразвукової діагностики
79.5,58.25,10.25,Житомирська,2023,ультразвукової діагностики
78.8,41.5,0,Закарпатська,2023,ультразвукової діагностики
71.25,19,5.5,Запорізька,2023,ультразвукової діагностики
165.25,64.25,29.75,Івано-Франківська,2023,ультразвукової діагностики
120.5,68.25,21,Київська,2023,ультразвукової діагностики
61,33,4.75,Кіровоградська,2023,ультразвукової діагностики
27.25,8.75,7,Луганська,2023,ультразвукової діагностики
227.5,134.5,13.5,Львівська,2023,ультразвукової діагностики
62.5,27.5,14.75,Миколаївська,2023,ультразвукової діагностики
139.75,79.5,18.75,Одеська,2023,ультразвукової діагностики
91.75,39.25,25.25,Полтавська,2023,ультразвукової діагностики
79.25,46,3.5,Рівненська,2023,ультразвукової діагностики
68.5,33.5,9.5,Сумська,2023,ультразвукової діагностики
77.5,40.75,0,Тернопільська,2023,ультразвукової діагностики
175.5,81,19.75,Харківська,2023,ультразвукової діагностики
18.5,12.25,0.5,Херсонська,2023,ультразвукової діагностики
98.25,48,3,Хмельницька,2023,ультразвукової діагностики
72,32.5,30,Черкаська,2023,ультразвукової діагностики
99,53.75,0,Чернівецька,2023,ультразвукової діагностики
60.5,27,7,Чернігівська,2023,ультразвукової діагностики
292,167.5,0,м.Київ,2023,ультразвукової діагностики
0,0,0,м.Севастополь,2023,ультразвукової діагностики
0,0,0,Автономна pеспубліка Крим,2023,рентгенологи
133.5,14.75,17.75,Вінницька,2023,рентгенологи
77.75,21.5,20.25,Волинська,2023,рентгенологи
291.5,22.25,13,Дніпропетровська,2023,рентгенологи
95.25,22.5,29.25,Донецька,2023,рентгенологи
99.5,35.25,17.5,Житомирська,2023,рентгенологи
98,28.25,0,Закарпатська,2023,рентгенологи
127.5,14.5,8.25,Запорізька,2023,рентгенологи
145.75,45.75,35.75,Івано-Франківська,2023,рентгенологи
128.5,39.5,26.5,Київська,2023,рентгенологи
85.5,30.5,6.25,Кіровоградська,2023,рентгенологи
29.75,12,6.75,Луганська,2023,рентгенологи
285.75,130.25,17.5,Львівська,2023,рентгенологи
71.25,21.75,15,Миколаївська,2023,рентгенологи
184.5,63,32.75,Одеська,2023,рентгенологи
139,27.75,47.75,Полтавська,2023,рентгенологи
79.25,25.25,5.25,Рівненська,2023,рентгенологи
108.25,25.25,20,Сумська,2023,рентгенологи
87.5,35.5,0,Тернопільська,2023,рентгенологи
224.5,77.5,28.25,Харківська,2023,рентгенологи
40.25,12,1.5,Херсонська,2023,рентгенологи
108.5,30.25,4.5,Хмельницька,2023,рентгенологи
93.5,20.25,37,Черкаська,2023,рентгенологи
78.75,26.5,0,Чернівецька,2023,рентгенологи
81.25,20.25,10.25,Чернігівська,2023,рентгенологи
360.5,150,0,м.Київ,2023,рентгенологи
0,0,0,м.Севастополь,2023,рентгенологи
0,0,0,Автономна pеспубліка Крим,2023,лікарі приймального відділення
24,0,2.75,Вінницька,2023,лікарі приймального відділення
45.75,0,8.25,Волинська,2023,лікарі приймального відділення
245.5,0,9.75,Дніпропетровська,2023,лікарі приймального відділення
48.5,0,5,Донецька,2023,лікарі приймального відділення
55.5,0,13.25,Житомирська,2023,лікарі приймального відділення
22.75,0,0,Закарпатська,2023,лікарі приймального відділення
95,0,1.5,Запорізька,2023,лікарі приймального відділення
118,0,24,Івано-Франківська,2023,лікарі приймального відділення
103,0,39,Київська,2023,лікарі приймального відділення
43.75,0,0,Кіровоградська,2023,лікарі приймального відділення
7,0,3.25,Луганська,2023,лікарі приймального відділення
166.75,0,33.5,Львівська,2023,лікарі приймального відділення
94.75,0,24.75,Миколаївська,2023,лікарі приймального відділення
174.75,0,30.5,Одеська,2023,лікарі приймального відділення
75.25,0,30.75,Полтавська,2023,лікарі приймального відділення
92.25,0,10.25,Рівненська,2023,лікарі приймального відділення
39.5,0,0,Сумська,2023,лікарі приймального відділення
86,0,0,Тернопільська,2023,лікарі приймального відділення
146.75,0,31.5,Харківська,2023,лікарі приймального відділення
39.5,0,3,Херсонська,2023,лікарі приймального відділення
25.25,0,1.25,Хмельницька,2023,лікарі приймального відділення
66.75,0,34.25,Черкаська,2023,лікарі приймального відділення
79.25,0,0,Чернівецька,2023,лікарі приймального відділення
89.5,0,5.25,Чернігівська,2023,лікарі приймального відділення
76.25,0,0,м.Київ,2023,лікарі приймального відділення
0,0,0,м.Севастополь,2023,лікарі приймального відділення
0,0,0,Автономна pеспубліка Крим,2023,загальні
1,0,0,Вінницька,2023,загальні
0,0,0,Волинська,2023,загальні
0,0,0,Дніпропетровська,2023,загальні
0,0,0,Донецька,2023,загальні
0,0,0,Житомирська,2023,загальні
0,0,0,Закарпатська,2023,загальні
0,0,0,Запорізька,2023,загальні
0,0,0,Івано-Франківська,2023,загальні
0,0,0,Київська,2023,загальні
0,0,0,Кіровоградська,2023,загальні
0,0,0,Луганська,2023,загальні
0,0,0,Львівська,2023,загальні
0,0,0,Миколаївська,2023,загальні
0,0,0,Одеська,2023,загальні
0,0,0,Полтавська,2023,загальні
0,0,0,Рівненська,2023,загальні
0,0,0,Сумська,2023,загальні
0,0,0,Тернопільська,2023,загальні
0,0,0,Харківська,2023,загальні
0,0,0,Херсонська,2023,загальні
0,0,0,Хмельницька,2023,загальні
0,0,0,Черкаська,2023,загальні
0,0,0,Чернівецька,2023,загальні
0,0,0,Чернігівська,2023,загальні
0,0,0,м.Київ,2023,загальні
0,0,0,м.Севастополь,2023,загальні
0,0,0,Автономна pеспубліка Крим,2023,санологи
0,0,0,Вінницька,2023,санологи
0,0,0,Волинська,2023,санологи
0,0,0,Дніпропетровська,2023,санологи
0,0,0,Донецька,2023,санологи
0,0,0,Житомирська,2023,санологи
0,0,0,Закарпатська,2023,санологи
0,0,0,Запорізька,2023,санологи
0,0,0,Івано-Франківська,2023,санологи
0,0,0,Київська,2023,санологи
0,0,0,Кіровоградська,2023,санологи
0,0,0,Луганська,2023,санологи
0,0,0,Львівська,2023,санологи
0,0,0,Миколаївська,2023,санологи
0.75,0.75,0.5,Одеська,2023,санологи
0,0,0,Полтавська,2023,санологи
0,0,0,Рівненська,2023,санологи
0,0,0,Сумська,2023,санологи
0,0,0,Тернопільська,2023,санологи
0,0,0,Харківська,2023,санологи
0,0,0,Херсонська,2023,санологи
0,0,0,Хмельницька,2023,санологи
0,0,0,Черкаська,2023,санологи
0,0,0,Чернівецька,2023,санологи
0,0,0,Чернігівська,2023,санологи
0,0,0,м.Київ,2023,санологи
0,0,0,м.Севастополь,2023,санологи
0,0,0,Автономна pеспубліка Крим,2023,судово-психіатричні експерти
0,0,0,Вінницька,2023,судово-психіатричні експерти
0,0,0,Волинська,2023,судово-психіатричні експерти
0,0,0,Дніпропетровська,2023,судово-психіатричні експерти
0,0,0,Донецька,2023,судово-психіатричні експерти
0.75,0,0,Житомирська,2023,судово-психіатричні експерти
0,0,0,Закарпатська,2023,судово-психіатричні експерти
0,0,0,Запорізька,2023,судово-психіатричні експерти
0,0,0,Івано-Франківська,2023,судово-психіатричні експерти
1.5,1.5,0,Київська,2023,судово-психіатричні експерти
0,0,0,Кіровоградська,2023,судово-психіатричні експерти
0,0,0,Луганська,2023,судово-психіатричні експерти
0,0,0,Львівська,2023,судово-психіатричні експерти
0,0,0,Миколаївська,2023,судово-психіатричні експерти
0,0,0,Одеська,2023,судово-психіатричні експерти
0,0,0,Полтавська,2023,судово-психіатричні експерти
0,0,0,Рівненська,2023,судово-психіатричні експерти
0,0,0,Сумська,2023,судово-психіатричні експерти
0,0,0,Тернопільська,2023,судово-психіатричні експерти
0,0,0,Харківська,2023,судово-психіатричні експерти
0,0,0,Херсонська,2023,судово-психіатричні експерти
0,0,0,Хмельницька,2023,судово-психіатричні експерти
0,0,0,Черкаська,2023,судово-психіатричні експерти
0,0,0,Чернівецька,2023,судово-психіатричні експерти
0,0,0,Чернігівська,2023,судово-психіатричні експерти
0,0,0,м.Київ,2023,судово-психіатричні експерти
0,0,0,м.Севастополь,2023,судово-психіатричні експерти
0,0,0,Автономна pеспубліка Крим,2023,статистики
47.25,11,3.75,Вінницька,2023,статистики
17.5,3.75,3.75,Волинська,2023,статистики
76.25,25,1,Дніпропетровська,2023,статистики
33.75,15.25,5,Донецька,2023,статистики
20.5,5.25,1.75,Житомирська,2023,статистики
24.25,8.5,0,Закарпатська,2023,статистики
33.25,11.75,0.5,Запорізька,2023,статистики
23.5,5.75,5.25,Івано-Франківська,2023,статистики
33.5,13.5,3.25,Київська,2023,статистики
18.25,8.75,1.5,Кіровоградська,2023,статистики
7.5,2.75,1,Луганська,2023,статистики
41.5,13,2.5,Львівська,2023,статистики
16,3.75,2,Миколаївська,2023,статистики
37.75,18,5.25,Одеська,2023,статистики
36.75,15.5,8,Полтавська,2023,статистики
22.25,9.5,1.25,Рівненська,2023,статистики
22.25,2,2.25,Сумська,2023,статистики
27,14.5,0,Тернопільська,2023,статистики
38.5,11.5,2.75,Харківська,2023,статистики
4.5,1.5,0,Херсонська,2023,статистики
38.75,15.5,1,Хмельницька,2023,статистики
25.75,7.5,9.5,Черкаська,2023,статистики
28.5,9.5,0,Чернівецька,2023,статистики
21.5,5,3.25,Чернігівська,2023,статистики
61.25,32,0,м.Київ,2023,статистики
0,0,0,м.Севастополь,2023,статистики
0,0,0,Автономна pеспубліка Крим,2023,методисти
20.75,6.5,4,Вінницька,2023,методисти
9,5,0,Волинська,2023,методисти
24.25,2.75,1,Дніпропетровська,2023,методисти
11,6.5,3.5,Донецька,2023,методисти
14.25,3.75,1.75,Житомирська,2023,методисти
17.25,6.75,0,Закарпатська,2023,методисти
8.25,2,2.75,Запорізька,2023,методисти
22,6.25,3,Івано-Франківська,2023,методисти
11.5,3.5,1.5,Київська,2023,методисти
7.5,1.75,1,Кіровоградська,2023,методисти
3,1,0,Луганська,2023,методисти
14,5.25,2.5,Львівська,2023,методисти
5.25,2.25,0,Миколаївська,2023,методисти
13.25,9.25,1.25,Одеська,2023,методисти
20,5.75,3,Полтавська,2023,методисти
10,0.75,0.5,Рівненська,2023,методисти
10.25,2,3.25,Сумська,2023,методисти
11.25,4.5,0,Тернопільська,2023,методисти
15.5,5.25,0.5,Харківська,2023,методисти
2.75,1,0,Херсонська,2023,методисти
7.25,1.5,0,Хмельницька,2023,методисти
13.5,3.75,5,Черкаська,2023,методисти
8.5,2.25,0,Чернівецька,2023,методисти
6.5,2,1.5,Чернігівська,2023,методисти
38.75,16,0,м.Київ,2023,методисти
0,0,0,м.Севастополь,2023,методисти
0,0,0,Автономна pеспубліка Крим,2023,інтерни
255,46,28,Вінницька,2023,інтерни
205,32,31,Волинська,2023,інтерни
726,128,12,Дніпропетровська,2023,інтерни
131,28,17,Донецька,2023,інтерни
188,41,26,Житомирська,2023,інтерни
271,78,0,Закарпатська,2023,інтерни
351,30,9,Запорізька,2023,інтерни
236,34,44,Івано-Франківська,2023,інтерни
264,67,57,Київська,2023,інтерни
206,20,21,Кіровоградська,2023,інтерни
11,3,5,Луганська,2023,інтерни
426,80,8,Львівська,2023,інтерни
108,36,4,Миколаївська,2023,інтерни
332,91,63,Одеська,2023,інтерни
403,64,52,Полтавська,2023,інтерни
249,42,8,Рівненська,2023,інтерни
166,13,22,Сумська,2023,інтерни
232,37,0,Тернопільська,2023,інтерни
413.5,47,24,Харківська,2023,інтерни
24,2,0,Херсонська,2023,інтерни
215,45,11,Хмельницька,2023,інтерни
129,26,23,Черкаська,2023,інтерни
219,20,0,Чернівецька,2023,інтерни
117,21,8,Чернігівська,2023,інтерни
448,113,0,м.Київ,2023,інтерни
0,0,0,м.Севастополь,2023,інтерни
0,0,0,Автономна pеспубліка Крим,2023,інші
180,13.5,22,Вінницька,2023,інші
166,43.75,45,Волинська,2023,інші
200.75,76.5,7,Дніпропетровська,2023,інші
53,18.75,17.25,Донецька,2023,інші
121,17.25,27.25,Житомирська,2023,інші
59.25,6.25,0,Закарпатська,2023,інші
91.25,8.5,3.25,Запорізька,2023,інші
93,9.5,26.25,Івано-Франківська,2023,інші
89.75,18.75,11.25,Київська,2023,інші
47.25,19,7,Кіровоградська,2023,інші
6.25,1.25,0,Луганська,2023,інші
187.25,55,18.5,Львівська,2023,інші
33.5,10,3.5,Миколаївська,2023,інші
105,49.5,17.75,Одеська,2023,інші
118,18.25,44.75,Полтавська,2023,інші
60.5,11.75,0.25,Рівненська,2023,інші
83.75,7.75,14.25,Сумська,2023,інші
81,20.75,0,Тернопільська,2023,інші
75.25,17.25,11.5,Харківська,2023,інші
7,4,0,Херсонська,2023,інші
100,13.25,4.25,Хмельницька,2023,інші
56.25,8.75,16,Черкаська,2023,інші
86.25,27.25,0,Чернівецька,2023,інші
36.5,5,3,Чернігівська,2023,інші
194.5,87.5,0,м.Київ,2023,інші
0,0,0,м.Севастополь,2023,інші
0,0,0,Автономна pеспубліка Крим,2016,Всього посад лікарів (без зубних): в т.ч.
6028,0,1962.75,Вінницька,2016,Всього посад лікарів (без зубних): в т.ч.
3947,0,1158.75,Волинська,2016,Всього посад лікарів (без зубних): в т.ч.
13615.25,0,1176.25,Дніпропетровська,2016,Всього посад лікарів (без зубних): в т.ч.
6623,0,858,Донецька,2016,Всього посад лікарів (без зубних): в т.ч.
4839,0,1339.75,Житомирська,2016,Всього посад лікарів (без зубних): в т.ч.
4176,0,580.25,Закарпатська,2016,Всього посад лікарів (без зубних): в т.ч.
7747,0,1025.5,Запорізька,2016,Всього посад лікарів (без зубних): в т.ч.
6025.25,0,1679,Івано-Франківська,2016,Всього посад лікарів (без зубних): в т.ч.
6850.5,0,2330.25,Київська,2016,Всього посад лікарів (без зубних): в т.ч.
3855.25,0,1129.5,Кіровоградська,2016,Всього посад лікарів (без зубних): в т.ч.
2284.25,0,621.25,Луганська,2016,Всього посад лікарів (без зубних): в т.ч.
10795.75,0,2028.75,Львівська,2016,Всього посад лікарів (без зубних): в т.ч.
4128.25,0,956.75,Миколаївська,2016,Всього посад лікарів (без зубних): в т.ч.
8902.25,0,1376.5,Одеська,2016,Всього посад лікарів (без зубних): в т.ч.
5889,0,1486.75,Полтавська,2016,Всього посад лікарів (без зубних): в т.ч.
4626,0,1156.5,Рівненська,2016,Всього посад лікарів (без зубних): в т.ч.
4520.25,0,1813.75,Сумська,2016,Всього посад лікарів (без зубних): в т.ч.
4383,0,1274.5,Тернопільська,2016,Всього посад лікарів (без зубних): в т.ч.
11251.25,0,1697.75,Харківська,2016,Всього посад лікарів (без зубних): в т.ч.
3864.5,0,912.75,Херсонська,2016,Всього посад лікарів (без зубних): в т.ч.
4958.25,0,1607.25,Хмельницька,2016,Всього посад лікарів (без зубних): в т.ч.
4966,0,1652.5,Черкаська,2016,Всього посад лікарів (без зубних): в т.ч.
3906.25,0,1027.5,Чернівецька,2016,Всього посад лікарів (без зубних): в т.ч.
4174,0,1092.25,Чернігівська,2016,Всього посад лікарів (без зубних): в т.ч.
15238.75,0,0,м.Київ,2016,Всього посад лікарів (без зубних): в т.ч.
0,0,0,м.Севастополь,2016,Всього посад лікарів (без зубних): в т.ч.
0,0,0,Автономна pеспубліка Крим,2016,"А. В закладах, які складають звіт по ф.20"
5515.75,2805,1908.75,Вінницька,2016,"А. В закладах, які складають звіт по ф.20"
3575.25,1890.25,1111.5,Волинська,2016,"А. В закладах, які складають звіт по ф.20"
12381.25,6529,1112.25,Дніпропетровська,2016,"А. В закладах, які складають звіт по ф.20"
5901.5,3399.75,826,Донецька,2016,"А. В закладах, які складають звіт по ф.20"
4531.25,2720.5,1315.5,Житомирська,2016,"А. В закладах, які складають звіт по ф.20"
3819,2219.75,548,Закарпатська,2016,"А. В закладах, які складають звіт по ф.20"
6972.25,3555.25,996.75,Запорізька,2016,"А. В закладах, які складають звіт по ф.20"
5548,2960,1656.25,Івано-Франківська,2016,"А. В закладах, які складають звіт по ф.20"
6180.5,3435.25,2197.25,Київська,2016,"А. В закладах, які складають звіт по ф.20"
3599,2056.75,1118.5,Кіровоградська,2016,"А. В закладах, які складають звіт по ф.20"
2138.5,1327,597.75,Луганська,2016,"А. В закладах, які складають звіт по ф.20"
9961.5,5740.75,1963.25,Львівська,2016,"А. В закладах, які складають звіт по ф.20"
3831.25,2051.25,925.25,Миколаївська,2016,"А. В закладах, які складають звіт по ф.20"
7981.75,4670,1301.75,Одеська,2016,"А. В закладах, які складають звіт по ф.20"
5391.5,3123.75,1486.75,Полтавська,2016,"А. В закладах, які складають звіт по ф.20"
4195.75,2252.25,1132.25,Рівненська,2016,"А. В закладах, які складають звіт по ф.20"
4140.75,2314.75,1741,Сумська,2016,"А. В закладах, які складають звіт по ф.20"
4002.25,2225,1248.25,Тернопільська,2016,"А. В закладах, які складають звіт по ф.20"
10373.25,6200.25,1658.75,Харківська,2016,"А. В закладах, які складають звіт по ф.20"
3565.75,2001,864,Херсонська,2016,"А. В закладах, які складають звіт по ф.20"
4532.75,2554.25,1553.5,Хмельницька,2016,"А. В закладах, які складають звіт по ф.20"
4599.25,2551,1607.75,Черкаська,2016,"А. В закладах, які складають звіт по ф.20"
3585.75,1997,1006,Чернівецька,2016,"А. В закладах, які складають звіт по ф.20"
3849,2101.75,1067.5,Чернігівська,2016,"А. В закладах, які складають звіт по ф.20"
13865.75,7963.5,0,м.Київ,2016,"А. В закладах, які складають звіт по ф.20"
0,0,0,м.Севастополь,2016,"А. В закладах, які складають звіт по ф.20"
0,0,0,Автономна pеспубліка Крим,2016,з них:керівники закладів та їх заступники-лікарі
237.5,86.5,78,Вінницька,2016,з них:керівники закладів та їх заступники-лікарі
159,54,51,Волинська,2016,з них:керівники закладів та їх заступники-лікарі
491.75,209.75,62,Дніпропетровська,2016,з них:керівники закладів та їх заступники-лікарі
301,150,33,Донецька,2016,з них:керівники закладів та їх заступники-лікарі
203.25,98.5,74,Житомирська,2016,з них:керівники закладів та їх заступники-лікарі
197.75,110.75,16,Закарпатська,2016,з них:керівники закладів та їх заступники-лікарі
315,126,57,Запорізька,2016,з них:керівники закладів та їх заступники-лікарі
289,120,64,Івано-Франківська,2016,з них:керівники закладів та їх заступники-лікарі
241.5,93.5,77,Київська,2016,з них:керівники закладів та їх заступники-лікарі
169,71,48,Кіровоградська,2016,з них:керівники закладів та їх заступники-лікарі
108,51,31,Луганська,2016,з них:керівники закладів та їх заступники-лікарі
485,270,77,Львівська,2016,з них:керівники закладів та їх заступники-лікарі
180,93.75,45.75,Миколаївська,2016,з них:керівники закладів та їх заступники-лікарі
325,152,62,Одеська,2016,з них:керівники закладів та їх заступники-лікарі
254,104,71,Полтавська,2016,з них:керівники закладів та їх заступники-лікарі
186,71,44,Рівненська,2016,з них:керівники закладів та їх заступники-лікарі
165.25,42.25,55,Сумська,2016,з них:керівники закладів та їх заступники-лікарі
183,51,52,Тернопільська,2016,з них:керівники закладів та їх заступники-лікарі
386.5,184,62,Харківська,2016,з них:керівники закладів та їх заступники-лікарі
139,62,43,Херсонська,2016,з них:керівники закладів та їх заступники-лікарі
174,70,53,Хмельницька,2016,з них:керівники закладів та їх заступники-лікарі
189.25,81.5,63,Черкаська,2016,з них:керівники закладів та їх заступники-лікарі
164,83,48,Чернівецька,2016,з них:керівники закладів та їх заступники-лікарі
166.25,71.5,54,Чернігівська,2016,з них:керівники закладів та їх заступники-лікарі
416,240,0,м.Київ,2016,з них:керівники закладів та їх заступники-лікарі
0,0,0,м.Севастополь,2016,з них:керівники закладів та їх заступники-лікарі
0,0,0,Автономна pеспубліка Крим,2016,терапевти - всього
258.5,128.75,116.75,Вінницька,2016,терапевти - всього
167.25,97.5,54.25,Волинська,2016,терапевти - всього
685.25,425.5,68.25,Дніпропетровська,2016,терапевти - всього
548.25,414.25,38.25,Донецька,2016,терапевти - всього
173.25,103.5,71.75,Житомирська,2016,терапевти - всього
188.25,101,27.75,Закарпатська,2016,терапевти - всього
426.25,305.75,76.25,Запорізька,2016,терапевти - всього
438.5,338,100.5,Івано-Франківська,2016,терапевти - всього
463.5,344,107,Київська,2016,терапевти - всього
285.25,205,74.75,Кіровоградська,2016,терапевти - всього
264.75,196.75,49,Луганська,2016,терапевти - всього
691,455.5,170.5,Львівська,2016,терапевти - всього
218.25,143.5,53.25,Миколаївська,2016,терапевти - всього
280.5,138,97.25,Одеська,2016,терапевти - всього
226,118.5,96.75,Полтавська,2016,терапевти - всього
299.25,224,53.25,Рівненська,2016,терапевти - всього
343.75,262,162,Сумська,2016,терапевти - всього
215,108.5,67,Тернопільська,2016,терапевти - всього
969.75,765,107.75,Харківська,2016,терапевти - всього
315,252.75,58.25,Херсонська,2016,терапевти - всього
319,232,91,Хмельницька,2016,терапевти - всього
294.75,177.25,105.5,Черкаська,2016,терапевти - всього
223.75,153,52,Чернівецька,2016,терапевти - всього
253.5,165.5,79.75,Чернігівська,2016,терапевти - всього
1022.5,810.25,0,м.Київ,2016,терапевти - всього
0,0,0,м.Севастополь,2016,терапевти - всього
0,0,0,Автономна pеспубліка Крим,2016,з них: дільничні
38.5,38.5,0,Вінницька,2016,з них: дільничні
35.5,35.5,0,Волинська,2016,з них: дільничні
215,215,0,Дніпропетровська,2016,з них: дільничні
247.75,247.75,0,Донецька,2016,з них: дільничні
32.25,32.25,1.75,Житомирська,2016,з них: дільничні
27,27,0,Закарпатська,2016,з них: дільничні
169.5,169.5,0,Запорізька,2016,з них: дільничні
246.5,246.5,41.5,Івано-Франківська,2016,з них: дільничні
197.25,197.25,0,Київська,2016,з них: дільничні
122.75,122.75,2,Кіровоградська,2016,з них: дільничні
123.5,123.5,3,Луганська,2016,з них: дільничні
268.5,268.5,80.5,Львівська,2016,з них: дільничні
81,81,0,Миколаївська,2016,з них: дільничні
27.25,27.25,0,Одеська,2016,з них: дільничні
32.25,32.25,0,Полтавська,2016,з них: дільничні
128.25,128.25,0,Рівненська,2016,з них: дільничні
141.75,141.75,55.5,Сумська,2016,з них: дільничні
33.25,33.25,1,Тернопільська,2016,з них: дільничні
546,546,0,Харківська,2016,з них: дільничні
174.75,174.75,0,Херсонська,2016,з них: дільничні
149.25,149.25,0,Хмельницька,2016,з них: дільничні
82.5,82.5,20.25,Черкаська,2016,з них: дільничні
102.25,102.25,0,Чернівецька,2016,з них: дільничні
98,98,0.5,Чернігівська,2016,з них: дільничні
386.5,386.5,0,м.Київ,2016,з них: дільничні
0,0,0,м.Севастополь,2016,з них: дільничні
