nregion_hospital,nrural,ndoctors,region,year,category
11,0,13.5,Луганська,2012,Станції та відділ.перелив.крові
19,0,8.75,Львівська,2012,Станції та відділ.перелив.крові
19,0,9.75,Миколаївська,2012,Станції та відділ.перелив.крові
7,0,7.5,Одеська,2012,Станції та відділ.перелив.крові
18,0,17,Полтавська,2012,Станції та відділ.перелив.крові
15,0,9.75,Рівненська,2012,Станції та відділ.перелив.крові
5,0,3.5,Сумська,2012,Станції та відділ.перелив.крові
21,0,12.25,Тернопільська,2012,Станції та відділ.перелив.крові
20,0,12,Харківська,2012,Станції та відділ.перелив.крові
8,0,1.5,Херсонська,2012,Станції та відділ.перелив.крові
20,0,17.75,Хмельницька,2012,Станції та відділ.перелив.крові
8,0,5.5,Черкаська,2012,Станції та відділ.перелив.крові
11,0,17.5,Чернівецька,2012,Станції та відділ.перелив.крові
12,0,3,Чернігівська,2012,Станції та відділ.перелив.крові
0,0,0,м.Київ,2012,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2012,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2012,Санепідстанції
0,0,0,Вінницька,2012,Санепідстанції
0,0,0,Волинська,2012,Санепідстанції
0,0,0,Дніпропетровська,2012,Санепідстанції
0,0,0,Донецька,2012,Санепідстанції
0,0,0,Житомирська,2012,Санепідстанції
0,0,0,Закарпатська,2012,Санепідстанції
0,0,0,Запорізька,2012,Санепідстанції
0,0,0,Івано-Франківська,2012,Санепідстанції
0,0,0,Київська,2012,Санепідстанції
0,0,0,Кіровоградська,2012,Санепідстанції
0,0,0,Луганська,2012,Санепідстанції
0,0,0,Львівська,2012,Санепідстанції
0,0,0,Миколаївська,2012,Санепідстанції
0,0,0,Одеська,2012,Санепідстанції
0,0,0,Полтавська,2012,Санепідстанції
0,0,0,Рівненська,2012,Санепідстанції
0,0,0,Сумська,2012,Санепідстанції
0,0,0,Тернопільська,2012,Санепідстанції
0,0,0,Харківська,2012,Санепідстанції
0,0,0,Херсонська,2012,Санепідстанції
0,0,0,Хмельницька,2012,Санепідстанції
0,0,0,Черкаська,2012,Санепідстанції
0,0,0,Чернівецька,2012,Санепідстанції
0,0,0,Чернігівська,2012,Санепідстанції
0,0,0,м.Київ,2012,Санепідстанції
0,0,0,м.Севастополь,2012,Санепідстанції
0,0,310.5,Автономна pеспубліка Крим,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,988.5,Вінницька,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,150.75,Волинська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,352,Дніпропетровська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,204.5,Донецька,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,229.25,Житомирська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,528,Закарпатська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,191.75,Запорізька,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,404.5,Івано-Франківська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,448.75,Київська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,140.75,Кіровоградська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,114.75,Луганська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,485.75,Львівська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,213.75,Миколаївська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,424,Одеська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,293.75,Полтавська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,228.75,Рівненська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,193.75,Сумська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,275.25,Тернопільська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,228.75,Харківська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,150.5,Херсонська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,215,Хмельницька,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,250.25,Черкаська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,322.25,Чернівецька,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,113,Чернігівська,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2012,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2023,Самостійні амбулаторії та поліклін.
56,17,697.75,Вінницька,2023,Самостійні амбулаторії та поліклін.
24,4,452.35,Волинська,2023,Самостійні амбулаторії та поліклін.
36,13,484,Дніпропетровська,2023,Самостійні амбулаторії та поліклін.
15,11,290.75,Донецька,2023,Самостійні амбулаторії та поліклін.
47,11,420.5,Житомирська,2023,Самостійні амбулаторії та поліклін.
35,17,794.75,Закарпатська,2023,Самостійні амбулаторії та поліклін.
11,5,87.75,Запорізька,2023,Самостійні амбулаторії та поліклін.
34,8,494.25,Івано-Франківська,2023,Самостійні амбулаторії та поліклін.
55,18,1249.75,Київська,2023,Самостійні амбулаторії та поліклін.
26,5,269.5,Кіровоградська,2023,Самостійні амбулаторії та поліклін.
12,0,112.75,Луганська,2023,Самостійні амбулаторії та поліклін.
60,22,1643.5,Львівська,2023,Самостійні амбулаторії та поліклін.
26,1,235.75,Миколаївська,2023,Самостійні амбулаторії та поліклін.
49,28,642.26,Одеська,2023,Самостійні амбулаторії та поліклін.
35,6,522,Полтавська,2023,Самостійні амбулаторії та поліклін.
37,17,576.5,Рівненська,2023,Самостійні амбулаторії та поліклін.
38,18,336.25,Сумська,2023,Самостійні амбулаторії та поліклін.
36,6,506.75,Тернопільська,2023,Самостійні амбулаторії та поліклін.
39,5,575.75,Харківська,2023,Самостійні амбулаторії та поліклін.
7,1,87.75,Херсонська,2023,Самостійні амбулаторії та поліклін.
28,3,547,Хмельницька,2023,Самостійні амбулаторії та поліклін.
30,12,408,Черкаська,2023,Самостійні амбулаторії та поліклін.
58,39,368,Чернівецька,2023,Самостійні амбулаторії та поліклін.
33,0,334.75,Чернігівська,2023,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2023,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2023,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2023,Диспансери
0,0,0,Вінницька,2023,Диспансери
0,0,0,Волинська,2023,Диспансери
0,0,0,Дніпропетровська,2023,Диспансери
0,0,0,Донецька,2023,Диспансери
0,0,0,Житомирська,2023,Диспансери
0,0,0,Закарпатська,2023,Диспансери
0,0,0,Запорізька,2023,Диспансери
0,0,0,Івано-Франківська,2023,Диспансери
0,0,0,Київська,2023,Диспансери
0,0,0,Кіровоградська,2023,Диспансери
0,0,0,Луганська,2023,Диспансери
0,0,0,Львівська,2023,Диспансери
0,0,0,Миколаївська,2023,Диспансери
0,0,0,Одеська,2023,Диспансери
0,0,0,Полтавська,2023,Диспансери
0,0,0,Рівненська,2023,Диспансери
0,0,0,Сумська,2023,Диспансери
0,0,0,Тернопільська,2023,Диспансери
0,0,0,Харківська,2023,Диспансери
0,0,0,Херсонська,2023,Диспансери
0,0,0,Хмельницька,2023,Диспансери
0,0,0,Черкаська,2023,Диспансери
0,0,0,Чернівецька,2023,Диспансери
0,0,0,Чернігівська,2023,Диспансери
0,0,0,м.Київ,2023,Диспансери
0,0,0,м.Севастополь,2023,Диспансери
0,0,0,Автономна pеспубліка Крим,2023,Самостійні стоматологічні полікл.
3,0,14,Вінницька,2023,Самостійні стоматологічні полікл.
3,0,16.25,Волинська,2023,Самостійні стоматологічні полікл.
0,0,0,Дніпропетровська,2023,Самостійні стоматологічні полікл.
1,0,10.75,Донецька,2023,Самостійні стоматологічні полікл.
6,0,10.5,Житомирська,2023,Самостійні стоматологічні полікл.
2,0,0,Закарпатська,2023,Самостійні стоматологічні полікл.
0,0,0,Запорізька,2023,Самостійні стоматологічні полікл.
0,0,0,Івано-Франківська,2023,Самостійні стоматологічні полікл.
7,0,112.5,Київська,2023,Самостійні стоматологічні полікл.
1,0,7.25,Кіровоградська,2023,Самостійні стоматологічні полікл.
0,0,0,Луганська,2023,Самостійні стоматологічні полікл.
10,0,252.25,Львівська,2023,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2023,Самостійні стоматологічні полікл.
0,0,0,Одеська,2023,Самостійні стоматологічні полікл.
2,1,21.75,Полтавська,2023,Самостійні стоматологічні полікл.
5,0,22,Рівненська,2023,Самостійні стоматологічні полікл.
3,0,63.75,Сумська,2023,Самостійні стоматологічні полікл.
2,0,2.75,Тернопільська,2023,Самостійні стоматологічні полікл.
1,0,9,Харківська,2023,Самостійні стоматологічні полікл.
0,0,0,Херсонська,2023,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2023,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2023,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2023,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2023,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2023,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2023,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2023,Станції та від.швид.медич.допомоги
0,0,0,Вінницька,2023,Станції та від.швид.медич.допомоги
0,0,0,Волинська,2023,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2023,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2023,Станції та від.швид.медич.допомоги
40,1,9,Житомирська,2023,Станції та від.швид.медич.допомоги
0,0,0,Закарпатська,2023,Станції та від.швид.медич.допомоги
2,0,2.25,Запорізька,2023,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2023,Станції та від.швид.медич.допомоги
0,0,0,Київська,2023,Станції та від.швид.медич.допомоги
0,0,8,Кіровоградська,2023,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2023,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2023,Станції та від.швид.медич.допомоги
0,0,4,Миколаївська,2023,Станції та від.швид.медич.допомоги
0,0,0,Одеська,2023,Станції та від.швид.медич.допомоги
42,5,51.25,Полтавська,2023,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2023,Станції та від.швид.медич.допомоги
13,0,34.75,Сумська,2023,Станції та від.швид.медич.допомоги
0,0,81.75,Тернопільська,2023,Станції та від.швид.медич.допомоги
16,0,42.75,Харківська,2023,Станції та від.швид.медич.допомоги
8,0,14.5,Херсонська,2023,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2023,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2023,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2023,Станції та від.швид.медич.допомоги
46,6,15.75,Чернігівська,2023,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2023,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2023,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2023,Станції та відділ.перелив.крові
0,0,0,Вінницька,2023,Станції та відділ.перелив.крові
4,0,2.25,Волинська,2023,Станції та відділ.перелив.крові
0,0,0,Дніпропетровська,2023,Станції та відділ.перелив.крові
1,0,2,Донецька,2023,Станції та відділ.перелив.крові
17,0,2,Житомирська,2023,Станції та відділ.перелив.крові
9,0,7.5,Закарпатська,2023,Станції та відділ.перелив.крові
0,0,0,Запорізька,2023,Станції та відділ.перелив.крові
0,0,0,Івано-Франківська,2023,Станції та відділ.перелив.крові
4,0,2,Київська,2023,Станції та відділ.перелив.крові
16,1,6,Кіровоградська,2023,Станції та відділ.перелив.крові
0,0,0,Луганська,2023,Станції та відділ.перелив.крові
0,0,0,Львівська,2023,Станції та відділ.перелив.крові
0,0,0,Миколаївська,2023,Станції та відділ.перелив.крові
7,5,6,Одеська,2023,Станції та відділ.перелив.крові
7,0,1,Полтавська,2023,Станції та відділ.перелив.крові
0,0,0,Рівненська,2023,Станції та відділ.перелив.крові
5,0,2.5,Сумська,2023,Станції та відділ.перелив.крові
18,0,5.25,Тернопільська,2023,Станції та відділ.перелив.крові
5,0,5,Харківська,2023,Станції та відділ.перелив.крові
0,0,0,Херсонська,2023,Станції та відділ.перелив.крові
19,1,5.5,Хмельницька,2023,Станції та відділ.перелив.крові
8,1,3.5,Черкаська,2023,Станції та відділ.перелив.крові
1,0,1.25,Чернівецька,2023,Станції та відділ.перелив.крові
9,0,2.5,Чернігівська,2023,Станції та відділ.перелив.крові
0,0,0,м.Київ,2023,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2023,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2023,Санепідстанції
0,0,0,Вінницька,2023,Санепідстанції
0,0,0,Волинська,2023,Санепідстанції
0,0,0,Дніпропетровська,2023,Санепідстанції
0,0,0,Донецька,2023,Санепідстанції
0,0,0,Житомирська,2023,Санепідстанції
0,0,0,Закарпатська,2023,Санепідстанції
0,0,0,Запорізька,2023,Санепідстанції
0,0,0,Івано-Франківська,2023,Санепідстанції
0,0,0,Київська,2023,Санепідстанції
0,0,0,Кіровоградська,2023,Санепідстанції
0,0,0,Луганська,2023,Санепідстанції
0,0,0,Львівська,2023,Санепідстанції
0,0,0,Миколаївська,2023,Санепідстанції
0,0,0,Одеська,2023,Санепідстанції
0,0,0,Полтавська,2023,Санепідстанції
0,0,0,Рівненська,2023,Санепідстанції
0,0,0,Сумська,2023,Санепідстанції
0,0,0,Тернопільська,2023,Санепідстанції
0,0,0,Харківська,2023,Санепідстанції
0,0,0,Херсонська,2023,Санепідстанції
0,0,0,Хмельницька,2023,Санепідстанції
0,0,0,Черкаська,2023,Санепідстанції
0,0,0,Чернівецька,2023,Санепідстанції
0,0,0,Чернігівська,2023,Санепідстанції
0,0,0,м.Київ,2023,Санепідстанції
0,0,0,м.Севастополь,2023,Санепідстанції
0,0,0,Автономна pеспубліка Крим,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,236.25,Вінницька,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,129.85,Волинська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,210.25,Дніпропетровська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,91.25,Донецька,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,167.25,Житомирська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,401,Закарпатська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,39.5,Запорізька,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,339.25,Івано-Франківська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,329.5,Київська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,98,Кіровоградська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Луганська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,310.75,Львівська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,106.5,Миколаївська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,312,Одеська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,220.75,Полтавська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,109.5,Рівненська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,116.5,Сумська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,206.75,Тернопільська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,152,Харківська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,35.25,Херсонська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,192.5,Хмельницька,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,190.5,Черкаська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,226.5,Чернівецька,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,103.75,Чернігівська,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2023,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2016,Самостійні амбулаторії та поліклін.
28,0,886.75,Вінницька,2016,Самостійні амбулаторії та поліклін.
15,1,497.5,Волинська,2016,Самостійні амбулаторії та поліклін.
23,2,711.25,Дніпропетровська,2016,Самостійні амбулаторії та поліклін.
12,11,348.75,Донецька,2016,Самостійні амбулаторії та поліклін.
50,47,612,Житомирська,2016,Самостійні амбулаторії та поліклін.
74,65,876.75,Закарпатська,2016,Самостійні амбулаторії та поліклін.
29,1,534.25,Запорізька,2016,Самостійні амбулаторії та поліклін.
109,102,651.5,Івано-Франківська,2016,Самостійні амбулаторії та поліклін.
24,0,1014.25,Київська,2016,Самостійні амбулаторії та поліклін.
23,3,375.5,Кіровоградська,2016,Самостійні амбулаторії та поліклін.
14,1,305,Луганська,2016,Самостійні амбулаторії та поліклін.
201,183,673.25,Львівська,2016,Самостійні амбулаторії та поліклін.
19,0,334.25,Миколаївська,2016,Самостійні амбулаторії та поліклін.
29,3,645.5,Одеська,2016,Самостійні амбулаторії та поліклін.
26,0,692.25,Полтавська,2016,Самостійні амбулаторії та поліклін.
19,5,606.75,Рівненська,2016,Самостійні амбулаторії та поліклін.
26,22,257.75,Сумська,2016,Самостійні амбулаторії та поліклін.
27,12,624.75,Тернопільська,2016,Самостійні амбулаторії та поліклін.
34,2,985.75,Харківська,2016,Самостійні амбулаторії та поліклін.
19,0,457,Херсонська,2016,Самостійні амбулаторії та поліклін.
22,2,700,Хмельницька,2016,Самостійні амбулаторії та поліклін.
16,6,437.75,Черкаська,2016,Самостійні амбулаторії та поліклін.
24,0,483.75,Чернівецька,2016,Самостійні амбулаторії та поліклін.
24,0,435.5,Чернігівська,2016,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2016,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2016,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2016,Диспансери
0,0,0,Вінницька,2016,Диспансери
0,0,0,Волинська,2016,Диспансери
0,0,0,Дніпропетровська,2016,Диспансери
3,0,19.5,Донецька,2016,Диспансери
0,0,0,Житомирська,2016,Диспансери
0,0,0,Закарпатська,2016,Диспансери
0,0,0,Запорізька,2016,Диспансери
0,0,0,Івано-Франківська,2016,Диспансери
0,0,0,Київська,2016,Диспансери
1,0,2.25,Кіровоградська,2016,Диспансери
1,0,3.25,Луганська,2016,Диспансери
0,0,0,Львівська,2016,Диспансери
0,0,0,Миколаївська,2016,Диспансери
0,0,0,Одеська,2016,Диспансери
0,0,0,Полтавська,2016,Диспансери
0,0,0,Рівненська,2016,Диспансери
0,0,0,Сумська,2016,Диспансери
0,0,0,Тернопільська,2016,Диспансери
0,0,0,Харківська,2016,Диспансери
0,0,0,Херсонська,2016,Диспансери
0,0,0,Хмельницька,2016,Диспансери
0,0,0,Черкаська,2016,Диспансери
0,0,0,Чернівецька,2016,Диспансери
0,0,0,Чернігівська,2016,Диспансери
0,0,0,м.Київ,2016,Диспансери
0,0,0,м.Севастополь,2016,Диспансери
0,0,0,Автономна pеспубліка Крим,2016,Самостійні стоматологічні полікл.
6,0,87.5,Вінницька,2016,Самостійні стоматологічні полікл.
3,0,40.5,Волинська,2016,Самостійні стоматологічні полікл.
1,0,12.75,Дніпропетровська,2016,Самостійні стоматологічні полікл.
4,0,121,Донецька,2016,Самостійні стоматологічні полікл.
8,1,67.25,Житомирська,2016,Самостійні стоматологічні полікл.
2,0,68.25,Закарпатська,2016,Самостійні стоматологічні полікл.
2,0,19,Запорізька,2016,Самостійні стоматологічні полікл.
3,0,94.5,Івано-Франківська,2016,Самостійні стоматологічні полікл.
3,0,90.25,Київська,2016,Самостійні стоматологічні полікл.
1,0,11.5,Кіровоградська,2016,Самостійні стоматологічні полікл.
1,0,5.25,Луганська,2016,Самостійні стоматологічні полікл.
5,0,67,Львівська,2016,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2016,Самостійні стоматологічні полікл.
0,0,0,Одеська,2016,Самостійні стоматологічні полікл.
1,0,33,Полтавська,2016,Самостійні стоматологічні полікл.
5,0,52,Рівненська,2016,Самостійні стоматологічні полікл.
3,0,76.75,Сумська,2016,Самостійні стоматологічні полікл.
3,0,40,Тернопільська,2016,Самостійні стоматологічні полікл.
0,0,0,Харківська,2016,Самостійні стоматологічні полікл.
1,0,20.75,Херсонська,2016,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2016,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2016,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2016,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2016,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2016,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2016,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2016,Станції та від.швид.медич.допомоги
0,0,0,Вінницька,2016,Станції та від.швид.медич.допомоги
37,12,33.5,Волинська,2016,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2016,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2016,Станції та від.швид.медич.допомоги
36,1,15,Житомирська,2016,Станції та від.швид.медич.допомоги
0,0,0,Закарпатська,2016,Станції та від.швид.медич.допомоги
20,0,32.25,Запорізька,2016,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2016,Станції та від.швид.медич.допомоги
0,0,0,Київська,2016,Станції та від.швид.медич.допомоги
0,0,23,Кіровоградська,2016,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2016,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2016,Станції та від.швид.медич.допомоги
0,0,16,Миколаївська,2016,Станції та від.швид.медич.допомоги
60,28,33.5,Одеська,2016,Станції та від.швид.медич.допомоги
46,10,65,Полтавська,2016,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2016,Станції та від.швид.медич.допомоги
17,0,42.25,Сумська,2016,Станції та від.швид.медич.допомоги
4,0,101.75,Тернопільська,2016,Станції та від.швид.медич.допомоги
16,0,63,Харківська,2016,Станції та від.швид.медич.допомоги
8,0,23,Херсонська,2016,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2016,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2016,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2016,Станції та від.швид.медич.допомоги
43,4,27,Чернігівська,2016,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2016,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2016,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2016,Станції та відділ.перелив.крові
11,0,10.25,Вінницька,2016,Станції та відділ.перелив.крові
7,0,7,Волинська,2016,Станції та відділ.перелив.крові
4,0,4.5,Дніпропетровська,2016,Станції та відділ.перелив.крові
5,0,8,Донецька,2016,Станції та відділ.перелив.крові
16,0,4.75,Житомирська,2016,Станції та відділ.перелив.крові
9,0,12.5,Закарпатська,2016,Станції та відділ.перелив.крові
8,0,8,Запорізька,2016,Станції та відділ.перелив.крові
10,0,10.25,Івано-Франківська,2016,Станції та відділ.перелив.крові
6,0,5.5,Київська,2016,Станції та відділ.перелив.крові
21,1,10,Кіровоградська,2016,Станції та відділ.перелив.крові
8,0,6.75,Луганська,2016,Станції та відділ.перелив.крові
15,0,5.75,Львівська,2016,Станції та відділ.перелив.крові
19,0,5,Миколаївська,2016,Станції та відділ.перелив.крові
5,0,5,Одеська,2016,Станції та відділ.перелив.крові
9,0,11,Полтавська,2016,Станції та відділ.перелив.крові
10,0,3.75,Рівненська,2016,Станції та відділ.перелив.крові
7,0,5.25,Сумська,2016,Станції та відділ.перелив.крові
21,0,15.5,Тернопільська,2016,Станції та відділ.перелив.крові
9,0,8,Харківська,2016,Станції та відділ.перелив.крові
6,0,1.75,Херсонська,2016,Станції та відділ.перелив.крові
19,0,17,Хмельницька,2016,Станції та відділ.перелив.крові
8,0,4.75,Черкаська,2016,Станції та відділ.перелив.крові
11,0,10.75,Чернівецька,2016,Станції та відділ.перелив.крові
13,0,3.5,Чернігівська,2016,Станції та відділ.перелив.крові
0,0,0,м.Київ,2016,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2016,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2016,Санепідстанції
0,0,0,Вінницька,2016,Санепідстанції
0,0,0,Волинська,2016,Санепідстанції
0,0,0,Дніпропетровська,2016,Санепідстанції
0,0,0,Донецька,2016,Санепідстанції
0,0,0,Житомирська,2016,Санепідстанції
0,0,0,Закарпатська,2016,Санепідстанції
0,0,0,Запорізька,2016,Санепідстанції
0,0,0,Івано-Франківська,2016,Санепідстанції
0,0,0,Київська,2016,Санепідстанції
0,0,0,Кіровоградська,2016,Санепідстанції
0,0,0,Луганська,2016,Санепідстанції
0,0,0,Львівська,2016,Санепідстанції
0,0,0,Миколаївська,2016,Санепідстанції
0,0,0,Одеська,2016,Санепідстанції
0,0,0,Полтавська,2016,Санепідстанції
0,0,0,Рівненська,2016,Санепідстанції
0,0,0,Сумська,2016,Санепідстанції
0,0,0,Тернопільська,2016,Санепідстанції
0,0,0,Харківська,2016,Санепідстанції
0,0,0,Херсонська,2016,Санепідстанції
0,0,0,Хмельницька,2016,Санепідстанції
0,0,0,Черкаська,2016,Санепідстанції
0,0,0,Чернівецька,2016,Санепідстанції
0,0,0,Чернігівська,2016,Санепідстанції
0,0,0,м.Київ,2016,Санепідстанції
0,0,0,м.Севастополь,2016,Санепідстанції
0,0,0,Автономна pеспубліка Крим,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,398,Вінницька,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,162.5,Волинська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,330.5,Дніпропетровська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,269.5,Донецька,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,272.5,Житомирська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,504.5,Закарпатська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,219.5,Запорізька,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,498,Івано-Франківська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,411,Київська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,166,Кіровоградська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,77.75,Луганська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,537.75,Львівська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,150.25,Миколаївська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,352.25,Одеська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,303.5,Полтавська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,280,Рівненська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,144.75,Сумська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,267.25,Тернопільська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,256.5,Харківська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,188.75,Херсонська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,263.25,Хмельницька,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,302.5,Черкаська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,308.5,Чернівецька,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Чернігівська,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2016,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2022,Самостійні амбулаторії та поліклін.
