total,hospitals,chospitals,maternity_hospitals,clinic,onc_clinic,other,region,year,category
62,35,1,1,10,1,3,Чернігівська,2016,клініко-діагностичні лабораторії
89,33,1,11,21,0,2,м.Київ,2016,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,бактеріологічні лабораторії
7,5,1,0,1,0,0,Вінницька,2016,бактеріологічні лабораторії
4,3,1,0,0,0,0,Волинська,2016,бактеріологічні лабораторії
7,6,1,0,0,0,0,Дніпропетровська,2016,бактеріологічні лабораторії
4,4,0,0,0,0,0,Донецька,2016,бактеріологічні лабораторії
3,2,0,0,0,0,0,Житомирська,2016,бактеріологічні лабораторії
4,4,0,0,0,0,0,Закарпатська,2016,бактеріологічні лабораторії
11,8,1,1,0,0,0,Запорізька,2016,бактеріологічні лабораторії
4,2,1,0,0,0,0,Івано-Франківська,2016,бактеріологічні лабораторії
1,0,0,0,0,0,0,Київська,2016,бактеріологічні лабораторії
1,1,0,0,0,0,0,Кіровоградська,2016,бактеріологічні лабораторії
3,2,0,0,0,0,0,Луганська,2016,бактеріологічні лабораторії
6,3,1,0,0,0,1,Львівська,2016,бактеріологічні лабораторії
1,1,0,0,0,0,0,Миколаївська,2016,бактеріологічні лабораторії
6,4,0,0,1,0,0,Одеська,2016,бактеріологічні лабораторії
5,4,0,0,1,0,0,Полтавська,2016,бактеріологічні лабораторії
2,2,0,0,0,0,0,Рівненська,2016,бактеріологічні лабораторії
2,1,0,0,0,0,0,Сумська,2016,бактеріологічні лабораторії
0,0,0,0,0,0,0,Тернопільська,2016,бактеріологічні лабораторії
7,0,1,0,3,0,0,Харківська,2016,бактеріологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2016,бактеріологічні лабораторії
6,3,0,0,1,0,0,Хмельницька,2016,бактеріологічні лабораторії
6,4,0,0,0,0,0,Черкаська,2016,бактеріологічні лабораторії
8,4,0,0,1,0,0,Чернівецька,2016,бактеріологічні лабораторії
5,3,0,0,0,0,0,Чернігівська,2016,бактеріологічні лабораторії
23,9,1,2,3,0,0,м.Київ,2016,бактеріологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,бактеріологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,серологічні лабораторії
0,0,0,0,0,0,0,Вінницька,2016,серологічні лабораторії
0,0,0,0,0,0,0,Волинська,2016,серологічні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Донецька,2016,серологічні лабораторії
0,0,0,0,0,0,0,Житомирська,2016,серологічні лабораторії
1,0,0,0,0,0,0,Закарпатська,2016,серологічні лабораторії
4,3,0,0,0,0,0,Запорізька,2016,серологічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Київська,2016,серологічні лабораторії
2,0,0,0,0,0,0,Кіровоградська,2016,серологічні лабораторії
1,1,0,0,0,0,0,Луганська,2016,серологічні лабораторії
2,1,0,0,1,0,0,Львівська,2016,серологічні лабораторії
1,1,0,0,0,0,0,Миколаївська,2016,серологічні лабораторії
1,0,0,0,0,0,0,Одеська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Полтавська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Рівненська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Сумська,2016,серологічні лабораторії
1,0,0,0,0,0,0,Тернопільська,2016,серологічні лабораторії
1,0,0,0,0,0,0,Харківська,2016,серологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2016,серологічні лабораторії
2,1,0,0,0,0,0,Хмельницька,2016,серологічні лабораторії
1,0,0,0,0,0,0,Черкаська,2016,серологічні лабораторії
1,0,0,0,0,0,0,Чернівецька,2016,серологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2016,серологічні лабораторії
2,0,0,0,0,0,0,м.Київ,2016,серологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,серологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Вінницька,2016,біохімічні лабораторії
1,1,0,0,0,0,0,Волинська,2016,біохімічні лабораторії
2,2,0,0,0,0,0,Дніпропетровська,2016,біохімічні лабораторії
1,1,0,0,0,0,0,Донецька,2016,біохімічні лабораторії
1,1,0,0,0,0,0,Житомирська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Закарпатська,2016,біохімічні лабораторії
3,3,0,0,0,0,0,Запорізька,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2016,біохімічні лабораторії
1,0,0,0,0,0,0,Київська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2016,біохімічні лабораторії
3,2,0,0,0,1,0,Луганська,2016,біохімічні лабораторії
1,0,0,0,0,0,1,Львівська,2016,біохімічні лабораторії
2,2,0,0,0,0,0,Миколаївська,2016,біохімічні лабораторії
3,0,0,1,1,0,0,Одеська,2016,біохімічні лабораторії
1,1,0,0,0,0,0,Полтавська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Рівненська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Сумська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Тернопільська,2016,біохімічні лабораторії
2,1,0,0,1,0,0,Харківська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Херсонська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Хмельницька,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Черкаська,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Чернівецька,2016,біохімічні лабораторії
2,1,0,0,1,0,0,Чернігівська,2016,біохімічні лабораторії
2,2,0,0,0,0,0,м.Київ,2016,біохімічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,біохімічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Вінницька,2016,цитологічні лабораторії
2,0,0,0,1,1,0,Волинська,2016,цитологічні лабораторії
2,0,0,0,0,1,0,Дніпропетровська,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Донецька,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Житомирська,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Закарпатська,2016,цитологічні лабораторії
3,2,0,0,0,1,0,Запорізька,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Івано-Франківська,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Київська,2016,цитологічні лабораторії
2,0,0,0,0,2,0,Кіровоградська,2016,цитологічні лабораторії
3,2,0,0,0,1,0,Луганська,2016,цитологічні лабораторії
2,1,0,0,0,1,0,Львівська,2016,цитологічні лабораторії
2,1,0,0,0,1,0,Миколаївська,2016,цитологічні лабораторії
2,0,0,0,1,1,0,Одеська,2016,цитологічні лабораторії
2,0,0,0,0,2,0,Полтавська,2016,цитологічні лабораторії
3,2,0,0,0,1,0,Рівненська,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Сумська,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Тернопільська,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Харківська,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Херсонська,2016,цитологічні лабораторії
1,0,0,0,0,1,0,Хмельницька,2016,цитологічні лабораторії
2,1,0,0,0,1,0,Черкаська,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Чернівецька,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2016,цитологічні лабораторії
5,3,0,0,1,0,0,м.Київ,2016,цитологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,цитологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Вінницька,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Волинська,2016,імунологічні лабораторії
3,3,0,0,0,0,0,Дніпропетровська,2016,імунологічні лабораторії
1,1,0,0,0,0,0,Донецька,2016,імунологічні лабораторії
1,1,0,0,0,0,0,Житомирська,2016,імунологічні лабораторії
1,0,0,0,1,0,0,Закарпатська,2016,імунологічні лабораторії
3,2,0,1,0,0,0,Запорізька,2016,імунологічні лабораторії
1,1,0,0,0,0,0,Івано-Франківська,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Київська,2016,імунологічні лабораторії
2,1,0,0,1,0,0,Кіровоградська,2016,імунологічні лабораторії
1,1,0,0,0,0,0,Луганська,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Львівська,2016,імунологічні лабораторії
3,2,1,0,0,0,0,Миколаївська,2016,імунологічні лабораторії
5,3,1,0,0,0,0,Одеська,2016,імунологічні лабораторії
3,2,0,0,0,0,0,Полтавська,2016,імунологічні лабораторії
1,1,0,0,0,0,0,Рівненська,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Сумська,2016,імунологічні лабораторії
1,0,1,0,0,0,0,Тернопільська,2016,імунологічні лабораторії
2,1,1,0,0,0,0,Харківська,2016,імунологічні лабораторії
1,0,0,0,1,0,0,Херсонська,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Хмельницька,2016,імунологічні лабораторії
2,1,0,0,1,0,0,Черкаська,2016,імунологічні лабораторії
2,0,1,0,1,0,0,Чернівецька,2016,імунологічні лабораторії
1,0,0,0,1,0,0,Чернігівська,2016,імунологічні лабораторії
4,3,0,0,0,0,0,м.Київ,2016,імунологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,імунологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,генетичні лабораторії
1,1,0,0,0,0,0,Вінницька,2016,генетичні лабораторії
1,0,1,0,0,0,0,Волинська,2016,генетичні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2016,генетичні лабораторії
1,0,0,0,1,0,0,Донецька,2016,генетичні лабораторії
1,0,0,0,0,0,0,Житомирська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Закарпатська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Запорізька,2016,генетичні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2016,генетичні лабораторії
1,0,0,0,0,0,0,Київська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Луганська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Львівська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Миколаївська,2016,генетичні лабораторії
2,0,1,1,0,0,0,Одеська,2016,генетичні лабораторії
1,1,0,0,0,0,0,Полтавська,2016,генетичні лабораторії
1,1,0,0,0,0,0,Рівненська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Сумська,2016,генетичні лабораторії
1,0,1,0,0,0,0,Тернопільська,2016,генетичні лабораторії
1,0,0,0,1,0,0,Харківська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Херсонська,2016,генетичні лабораторії
1,0,0,0,0,0,0,Хмельницька,2016,генетичні лабораторії
2,0,0,0,1,0,0,Черкаська,2016,генетичні лабораторії
0,0,0,0,0,0,0,Чернівецька,2016,генетичні лабораторії
1,0,0,0,0,0,1,Чернігівська,2016,генетичні лабораторії
1,0,1,0,0,0,0,м.Київ,2016,генетичні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2016,генетичні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,патологоанатомічні відділення
11,11,0,0,0,0,0,Вінницька,2016,патологоанатомічні відділення
4,3,0,0,0,1,0,Волинська,2016,патологоанатомічні відділення
50,46,1,0,0,1,0,Дніпропетровська,2016,патологоанатомічні відділення
26,26,0,0,0,0,0,Донецька,2016,патологоанатомічні відділення
5,5,0,0,0,0,0,Житомирська,2016,патологоанатомічні відділення
14,12,1,0,0,1,0,Закарпатська,2016,патологоанатомічні відділення
6,6,0,0,0,0,0,Запорізька,2016,патологоанатомічні відділення
17,15,0,0,0,1,0,Івано-Франківська,2016,патологоанатомічні відділення
11,10,0,0,0,1,0,Київська,2016,патологоанатомічні відділення
23,22,0,0,0,1,0,Кіровоградська,2016,патологоанатомічні відділення
18,15,1,0,0,1,0,Луганська,2016,патологоанатомічні відділення
1,1,0,0,0,0,0,Львівська,2016,патологоанатомічні відділення
24,21,1,0,0,1,0,Миколаївська,2016,патологоанатомічні відділення
17,17,0,0,0,0,0,Одеська,2016,патологоанатомічні відділення
16,15,0,0,0,0,0,Полтавська,2016,патологоанатомічні відділення
20,19,0,0,0,1,0,Рівненська,2016,патологоанатомічні відділення
16,15,0,0,0,1,0,Сумська,2016,патологоанатомічні відділення
1,0,0,0,0,0,0,Тернопільська,2016,патологоанатомічні відділення
38,30,2,0,0,0,1,Харківська,2016,патологоанатомічні відділення
21,17,1,0,0,1,1,Херсонська,2016,патологоанатомічні відділення
17,17,0,0,0,0,0,Хмельницька,2016,патологоанатомічні відділення
29,26,0,0,0,1,0,Черкаська,2016,патологоанатомічні відділення
1,0,0,0,0,1,0,Чернівецька,2016,патологоанатомічні відділення
1,1,0,0,0,0,0,Чернігівська,2016,патологоанатомічні відділення
22,20,1,0,0,0,0,м.Київ,2016,патологоанатомічні відділення
0,0,0,0,0,0,0,м.Севастополь,2016,патологоанатомічні відділення
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,фізіотерапевтичні відділення (каб.)
82,39,1,1,21,0,8,Вінницька,2016,фізіотерапевтичні відділення (каб.)
62,34,1,0,16,0,5,Волинська,2016,фізіотерапевтичні відділення (каб.)
185,77,1,9,51,1,23,Дніпропетровська,2016,фізіотерапевтичні відділення (каб.)
105,45,0,3,29,0,14,Донецька,2016,фізіотерапевтичні відділення (каб.)
94,35,1,1,45,0,6,Житомирська,2016,фізіотерапевтичні відділення (каб.)
86,31,1,1,44,0,5,Закарпатська,2016,фізіотерапевтичні відділення (каб.)
94,43,1,3,16,0,16,Запорізька,2016,фізіотерапевтичні відділення (каб.)
187,43,1,5,108,0,11,Івано-Франківська,2016,фізіотерапевтичні відділення (каб.)
79,45,1,1,18,0,7,Київська,2016,фізіотерапевтичні відділення (каб.)
72,32,1,2,18,0,9,Кіровоградська,2016,фізіотерапевтичні відділення (каб.)
30,19,1,0,7,0,0,Луганська,2016,фізіотерапевтичні відділення (каб.)
260,79,2,4,148,0,12,Львівська,2016,фізіотерапевтичні відділення (каб.)
58,29,1,2,15,0,3,Миколаївська,2016,фізіотерапевтичні відділення (каб.)
116,52,1,4,32,1,10,Одеська,2016,фізіотерапевтичні відділення (каб.)
73,43,1,2,2,0,13,Полтавська,2016,фізіотерапевтичні відділення (каб.)
73,32,1,1,21,0,10,Рівненська,2016,фізіотерапевтичні відділення (каб.)
72,37,1,2,16,0,8,Сумська,2016,фізіотерапевтичні відділення (каб.)
81,42,1,1,21,0,5,Тернопільська,2016,фізіотерапевтичні відділення (каб.)
125,60,2,5,31,0,9,Харківська,2016,фізіотерапевтичні відділення (каб.)
55,28,1,1,12,0,8,Херсонська,2016,фізіотерапевтичні відділення (каб.)
80,33,1,1,28,0,9,Хмельницька,2016,фізіотерапевтичні відділення (каб.)
71,34,1,2,19,0,9,Черкаська,2016,фізіотерапевтичні відділення (каб.)
47,20,1,1,13,0,4,Чернівецька,2016,фізіотерапевтичні відділення (каб.)
74,35,1,1,19,0,8,Чернігівська,2016,фізіотерапевтичні відділення (каб.)
86,26,1,9,21,0,17,м.Київ,2016,фізіотерапевтичні відділення (каб.)
0,0,0,0,0,0,0,м.Севастополь,2016,фізіотерапевтичні відділення (каб.)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,кабінети голкорефлексотерапії
11,9,1,0,0,0,1,Вінницька,2016,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,Волинська,2016,кабінети голкорефлексотерапії
9,7,0,0,1,0,0,Дніпропетровська,2016,кабінети голкорефлексотерапії
4,4,0,0,0,0,0,Донецька,2016,кабінети голкорефлексотерапії
4,3,0,1,0,0,0,Житомирська,2016,кабінети голкорефлексотерапії
5,4,0,0,1,0,0,Закарпатська,2016,кабінети голкорефлексотерапії
6,4,1,0,0,0,0,Запорізька,2016,кабінети голкорефлексотерапії
4,2,1,0,0,0,0,Івано-Франківська,2016,кабінети голкорефлексотерапії
3,2,0,0,0,0,0,Київська,2016,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Кіровоградська,2016,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Луганська,2016,кабінети голкорефлексотерапії
7,1,1,1,2,0,2,Львівська,2016,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,Миколаївська,2016,кабінети голкорефлексотерапії
8,4,0,0,4,0,0,Одеська,2016,кабінети голкорефлексотерапії
2,2,0,0,0,0,0,Полтавська,2016,кабінети голкорефлексотерапії
5,2,0,1,1,0,1,Рівненська,2016,кабінети голкорефлексотерапії
5,4,1,0,0,0,0,Сумська,2016,кабінети голкорефлексотерапії
8,7,0,0,0,0,0,Тернопільська,2016,кабінети голкорефлексотерапії
20,6,0,1,12,0,1,Харківська,2016,кабінети голкорефлексотерапії
1,0,0,0,0,0,1,Херсонська,2016,кабінети голкорефлексотерапії
3,3,0,0,0,0,0,Хмельницька,2016,кабінети голкорефлексотерапії
6,2,0,0,4,0,0,Черкаська,2016,кабінети голкорефлексотерапії
7,3,0,0,2,0,1,Чернівецька,2016,кабінети голкорефлексотерапії
5,4,0,0,0,0,0,Чернігівська,2016,кабінети голкорефлексотерапії
10,2,1,0,6,0,1,м.Київ,2016,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,м.Севастополь,2016,кабінети голкорефлексотерапії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,ендоскопічні відділення (кабінети)
37,32,1,0,1,1,1,Вінницька,2016,ендоскопічні відділення (кабінети)
27,20,1,0,4,1,0,Волинська,2016,ендоскопічні відділення (кабінети)
69,52,1,5,5,2,0,Дніпропетровська,2016,ендоскопічні відділення (кабінети)
27,23,0,2,0,2,0,Донецька,2016,ендоскопічні відділення (кабінети)
31,25,1,1,2,1,0,Житомирська,2016,ендоскопічні відділення (кабінети)
24,18,1,0,4,1,0,Закарпатська,2016,ендоскопічні відділення (кабінети)
36,30,1,1,0,2,1,Запорізька,2016,ендоскопічні відділення (кабінети)
41,28,1,1,5,2,0,Івано-Франківська,2016,ендоскопічні відділення (кабінети)
25,21,2,0,0,2,0,Київська,2016,ендоскопічні відділення (кабінети)
32,27,1,0,1,1,1,Кіровоградська,2016,ендоскопічні відділення (кабінети)
11,10,0,0,1,0,0,Луганська,2016,ендоскопічні відділення (кабінети)
50,36,2,1,7,1,2,Львівська,2016,ендоскопічні відділення (кабінети)
29,22,1,1,3,1,0,Миколаївська,2016,ендоскопічні відділення (кабінети)
41,32,1,2,5,1,0,Одеська,2016,ендоскопічні відділення (кабінети)
39,33,1,2,1,1,0,Полтавська,2016,ендоскопічні відділення (кабінети)
33,24,1,1,4,1,1,Рівненська,2016,ендоскопічні відділення (кабінети)
30,21,1,2,4,1,1,Сумська,2016,ендоскопічні відділення (кабінети)
30,25,1,1,1,1,0,Тернопільська,2016,ендоскопічні відділення (кабінети)
59,42,2,2,10,0,1,Харківська,2016,ендоскопічні відділення (кабінети)
22,19,1,0,0,1,0,Херсонська,2016,ендоскопічні відділення (кабінети)
33,24,1,1,5,1,0,Хмельницька,2016,ендоскопічні відділення (кабінети)
34,27,1,1,2,1,1,Черкаська,2016,ендоскопічні відділення (кабінети)
19,12,1,1,3,1,0,Чернівецька,2016,ендоскопічні відділення (кабінети)
34,28,1,1,1,1,1,Чернігівська,2016,ендоскопічні відділення (кабінети)
42,22,1,4,13,0,1,м.Київ,2016,ендоскопічні відділення (кабінети)
0,0,0,0,0,0,0,м.Севастополь,2016,ендоскопічні відділення (кабінети)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,ультразвукової діагностики
55,38,1,1,9,1,2,Вінницька,2016,ультразвукової діагностики
38,27,1,0,5,1,0,Волинська,2016,ультразвукової діагностики
105,73,1,7,10,2,1,Дніпропетровська,2016,ультразвукової діагностики
51,40,0,3,2,2,1,Донецька,2016,ультразвукової діагностики
39,30,1,1,4,1,0,Житомирська,2016,ультразвукової діагностики
39,26,1,1,8,1,1,Закарпатська,2016,ультразвукової діагностики
54,37,1,2,2,2,2,Запорізька,2016,ультразвукової діагностики
62,37,1,5,9,2,2,Івано-Франківська,2016,ультразвукової діагностики
45,33,2,2,4,2,0,Київська,2016,ультразвукової діагностики
42,30,1,2,3,2,1,Кіровоградська,2016,ультразвукової діагностики
17,15,1,0,1,0,0,Луганська,2016,ультразвукової діагностики
91,61,2,4,16,1,3,Львівська,2016,ультразвукової діагностики
47,30,1,2,9,1,0,Миколаївська,2016,ультразвукової діагностики
77,45,1,4,17,1,2,Одеська,2016,ультразвукової діагностики
49,40,1,2,1,1,1,Полтавська,2016,ультразвукової діагностики
42,28,1,1,6,1,1,Рівненська,2016,ультразвукової діагностики
39,25,1,2,5,1,3,Сумська,2016,ультразвукової діагностики
36,29,1,1,1,1,0,Тернопільська,2016,ультразвукової діагностики
102,55,2,5,28,0,1,Харківська,2016,ультразвукової діагностики
31,25,1,0,1,1,1,Херсонська,2016,ультразвукової діагностики
44,30,1,1,6,1,1,Хмельницька,2016,ультразвукової діагностики
46,30,1,2,8,1,1,Черкаська,2016,ультразвукової діагностики
36,20,1,1,8,1,2,Чернівецька,2016,ультразвукової діагностики
40,29,1,0,3,1,2,Чернігівська,2016,ультразвукової діагностики
68,29,1,8,20,0,1,м.Київ,2016,ультразвукової діагностики
0,0,0,0,0,0,0,м.Севастополь,2016,ультразвукової діагностики
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,гіпербаричної оксигенації
3,3,0,0,0,0,0,Вінницька,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Волинська,2016,гіпербаричної оксигенації
8,5,1,0,0,0,0,Дніпропетровська,2016,гіпербаричної оксигенації
3,2,0,0,0,0,1,Донецька,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Житомирська,2016,гіпербаричної оксигенації
2,2,0,0,0,0,0,Закарпатська,2016,гіпербаричної оксигенації
2,1,0,0,1,0,0,Запорізька,2016,гіпербаричної оксигенації
2,1,1,0,0,0,0,Івано-Франківська,2016,гіпербаричної оксигенації
0,0,0,0,0,0,0,Київська,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Кіровоградська,2016,гіпербаричної оксигенації
0,0,0,0,0,0,0,Луганська,2016,гіпербаричної оксигенації
9,4,2,1,0,1,1,Львівська,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Миколаївська,2016,гіпербаричної оксигенації
3,3,0,0,0,0,0,Одеська,2016,гіпербаричної оксигенації
3,2,1,0,0,0,0,Полтавська,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Рівненська,2016,гіпербаричної оксигенації
3,3,0,0,0,0,0,Сумська,2016,гіпербаричної оксигенації
3,1,1,0,0,0,0,Тернопільська,2016,гіпербаричної оксигенації
3,3,0,0,0,0,0,Харківська,2016,гіпербаричної оксигенації
2,1,1,0,0,0,0,Херсонська,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Хмельницька,2016,гіпербаричної оксигенації
1,1,0,0,0,0,0,Черкаська,2016,гіпербаричної оксигенації
3,1,1,0,0,0,0,Чернівецька,2016,гіпербаричної оксигенації
2,1,1,0,0,0,0,Чернігівська,2016,гіпербаричної оксигенації
4,2,1,0,0,0,0,м.Київ,2016,гіпербаричної оксигенації
0,0,0,0,0,0,0,м.Севастополь,2016,гіпербаричної оксигенації
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,мануальної терапії
2,2,0,0,0,0,0,Вінницька,2016,мануальної терапії
0,0,0,0,0,0,0,Волинська,2016,мануальної терапії
0,0,0,0,0,0,0,Дніпропетровська,2016,мануальної терапії
0,0,0,0,0,0,0,Донецька,2016,мануальної терапії
2,2,0,0,0,0,0,Житомирська,2016,мануальної терапії
0,0,0,0,0,0,0,Закарпатська,2016,мануальної терапії
0,0,0,0,0,0,0,Запорізька,2016,мануальної терапії
0,0,0,0,0,0,0,Івано-Франківська,2016,мануальної терапії
1,1,0,0,0,0,0,Київська,2016,мануальної терапії
0,0,0,0,0,0,0,Кіровоградська,2016,мануальної терапії
0,0,0,0,0,0,0,Луганська,2016,мануальної терапії
1,1,0,0,0,0,0,Львівська,2016,мануальної терапії
0,0,0,0,0,0,0,Миколаївська,2016,мануальної терапії
0,0,0,0,0,0,0,Одеська,2016,мануальної терапії
0,0,0,0,0,0,0,Полтавська,2016,мануальної терапії
1,1,0,0,0,0,0,Рівненська,2016,мануальної терапії
0,0,0,0,0,0,0,Сумська,2016,мануальної терапії
3,3,0,0,0,0,0,Тернопільська,2016,мануальної терапії
1,0,0,0,1,0,0,Харківська,2016,мануальної терапії
0,0,0,0,0,0,0,Херсонська,2016,мануальної терапії
4,3,0,0,1,0,0,Хмельницька,2016,мануальної терапії
0,0,0,0,0,0,0,Черкаська,2016,мануальної терапії
0,0,0,0,0,0,0,Чернівецька,2016,мануальної терапії
0,0,0,0,0,0,0,Чернігівська,2016,мануальної терапії
1,0,0,0,1,0,0,м.Київ,2016,мануальної терапії
0,0,0,0,0,0,0,м.Севастополь,2016,мануальної терапії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,відділення переливання крові
17,17,0,0,0,0,0,Вінницька,2016,відділення переливання крові
10,9,0,0,0,0,0,Волинська,2016,відділення переливання крові
13,12,0,0,0,0,0,Дніпропетровська,2016,відділення переливання крові
8,8,0,0,0,0,0,Донецька,2016,відділення переливання крові
18,18,0,0,0,0,0,Житомирська,2016,відділення переливання крові
9,9,0,0,0,0,0,Закарпатська,2016,відділення переливання крові
12,12,0,0,0,0,0,Запорізька,2016,відділення переливання крові
11,11,0,0,0,0,0,Івано-Франківська,2016,відділення переливання крові
13,13,0,0,0,0,0,Київська,2016,відділення переливання крові
22,22,0,0,0,0,0,Кіровоградська,2016,відділення переливання крові
10,10,0,0,0,0,0,Луганська,2016,відділення переливання крові
21,21,0,0,0,0,0,Львівська,2016,відділення переливання крові
21,21,0,0,0,0,0,Миколаївська,2016,відділення переливання крові
10,9,1,0,0,0,0,Одеська,2016,відділення переливання крові
14,14,0,0,0,0,0,Полтавська,2016,відділення переливання крові
12,12,0,0,0,0,0,Рівненська,2016,відділення переливання крові
7,7,0,0,0,0,0,Сумська,2016,відділення переливання крові
20,20,0,0,0,0,0,Тернопільська,2016,відділення переливання крові
14,14,0,0,0,0,0,Харківська,2016,відділення переливання крові
7,7,0,0,0,0,0,Херсонська,2016,відділення переливання крові
22,21,0,0,0,0,0,Хмельницька,2016,відділення переливання крові
11,10,0,0,0,0,0,Черкаська,2016,відділення переливання крові
15,13,0,0,0,0,0,Чернівецька,2016,відділення переливання крові
17,17,0,0,0,0,0,Чернігівська,2016,відділення переливання крові
15,12,1,1,0,0,0,м.Київ,2016,відділення переливання крові
0,0,0,0,0,0,0,м.Севастополь,2016,відділення переливання крові
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2016,відділення нефрології та діалізу
1,1,0,0,0,0,0,Вінницька,2016,відділення нефрології та діалізу
2,2,0,0,0,0,0,Волинська,2016,відділення нефрології та діалізу
5,5,0,0,0,0,0,Дніпропетровська,2016,відділення нефрології та діалізу
2,2,0,0,0,0,0,Донецька,2016,відділення нефрології та діалізу
1,1,0,0,0,0,0,Житомирська,2016,відділення нефрології та діалізу
1,1,0,0,0,0,0,Закарпатська,2016,відділення нефрології та діалізу
5,5,0,0,0,0,0,Запорізька,2016,відділення нефрології та діалізу
8,8,0,0,0,0,0,Івано-Франківська,2016,відділення нефрології та діалізу
